time,temperature,pressure,humidity,altitude,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mic,red,green,blue,alpha
2021-11-19 13:51:32.717177,24.89,102018.05,28.96,-57.54,-4.08,0.10,8.94,0.04,-0.15,-0.03,152,11,9,5,19
2021-11-19 13:51:33.197290,24.88,102018.51,28.98,-57.58,-4.03,0.09,8.96,0.04,-0.15,-0.03,145,11,9,5,19
2021-11-19 13:51:33.677799,24.89,102020.08,28.97,-57.71,-4.07,0.11,8.96,0.04,-0.15,-0.03,154,11,9,5,20
2021-11-19 13:51:34.156773,24.89,102018.05,29.01,-57.54,-4.09,0.10,8.95,0.04,-0.15,-0.03,112,11,9,5,20
2021-11-19 13:51:34.637846,24.89,102013.39,28.99,-57.16,-4.05,0.17,8.95,0.04,-0.15,-0.03,149,11,8,5,20
2021-11-19 13:51:35.117841,24.89,102015.09,29.05,-57.30,-4.06,0.11,8.96,0.04,-0.15,-0.03,98,10,8,5,19
2021-11-19 13:51:35.597689,24.89,102015.47,29.01,-57.33,-4.07,0.18,8.96,0.04,-0.15,-0.03,79,10,8,5,19
2021-11-19 13:51:36.077750,24.89,102016.92,29.05,-57.45,-4.07,0.13,8.96,0.04,-0.15,-0.03,115,10,8,5,19
2021-11-19 13:51:36.557769,24.89,102016.17,29.06,-57.39,-4.08,0.13,8.97,0.04,-0.15,-0.03,110,11,8,5,19
2021-11-19 13:51:37.036898,24.89,102017.88,29.11,-57.53,-4.10,0.13,8.99,0.04,-0.15,-0.03,108,11,8,5,20
2021-11-19 13:51:37.517123,24.88,102014.17,29.11,-57.22,-4.05,0.11,8.97,0.04,-0.15,-0.03,114,12,9,5,20
2021-11-19 13:51:37.997211,24.89,102012.84,29.14,-57.11,-4.09,0.15,8.97,0.04,-0.15,-0.03,111,12,9,6,21
2021-11-19 13:51:38.477706,24.89,102015.73,29.21,-57.35,-4.07,0.13,8.96,0.04,-0.15,-0.03,122,11,9,5,21
2021-11-19 13:51:38.957730,24.89,102013.66,29.30,-57.18,-4.08,0.16,8.97,0.04,-0.15,-0.03,124,11,8,5,20
2021-11-19 13:51:39.437506,24.89,102014.30,29.34,-57.23,-4.09,0.09,8.95,0.04,-0.15,-0.03,110,11,8,5,20
2021-11-19 13:51:39.917215,24.89,102017.19,29.40,-57.47,-4.06,0.13,8.97,0.04,-0.15,-0.03,83,11,9,6,21
2021-11-19 13:51:40.396979,24.89,102017.50,29.47,-57.50,-4.09,0.10,8.96,0.04,-0.15,-0.03,95,12,9,6,22
2021-11-19 13:51:40.877744,24.89,102015.95,29.47,-57.37,-4.06,0.11,8.97,0.04,-0.15,-0.03,110,11,9,6,21
2021-11-19 13:51:41.357800,24.89,102015.25,29.51,-57.31,-4.09,0.13,8.97,0.04,-0.15,-0.03,138,11,8,5,20
2021-11-19 13:51:41.837592,24.89,102019.66,29.51,-57.68,-4.10,0.13,8.96,0.08,-0.16,-0.04,106,11,8,5,20
2021-11-19 13:51:42.317251,24.89,102015.48,29.57,-57.33,-4.08,0.13,8.97,0.04,-0.15,-0.03,122,11,8,5,20
2021-11-19 13:51:42.796914,24.90,102018.33,29.63,-57.57,-4.03,0.14,8.98,0.04,-0.15,-0.03,123,11,8,5,20
2021-11-19 13:51:43.277061,24.90,102016.34,29.63,-57.40,-4.07,0.12,8.95,0.04,-0.15,-0.03,90,11,9,5,21
2021-11-19 13:51:43.756851,24.89,102017.58,29.69,-57.50,-4.05,0.13,8.98,0.04,-0.15,-0.03,101,11,9,5,20
2021-11-19 13:51:44.237810,24.90,102018.16,29.72,-57.55,-4.04,0.14,8.93,0.04,-0.15,-0.03,107,11,9,5,20
2021-11-19 13:51:44.717081,24.89,102018.53,29.64,-57.58,-4.07,0.13,8.97,0.04,-0.15,-0.03,138,12,9,6,21
2021-11-19 13:51:45.197126,24.89,102017.73,29.54,-57.52,-4.06,0.10,9.00,0.04,-0.15,-0.03,192,12,9,6,21
2021-11-19 13:51:45.677295,24.89,102019.59,29.52,-57.67,-4.06,0.14,8.98,0.04,-0.15,-0.03,98,12,9,6,22
2021-11-19 13:51:46.157490,24.89,102016.92,29.47,-57.45,-4.09,0.11,8.97,0.04,-0.15,-0.03,94,12,9,6,21
2021-11-19 13:51:46.637642,24.89,102017.62,29.38,-57.51,-4.07,0.12,8.96,0.04,-0.15,-0.03,119,12,9,6,21
2021-11-19 13:51:47.116766,24.88,102016.74,29.33,-57.43,-4.07,0.11,8.97,0.04,-0.15,-0.03,149,12,9,6,21
2021-11-19 13:51:47.596851,24.88,102017.22,29.29,-57.47,-4.06,0.16,8.96,0.04,-0.15,-0.03,156,12,9,6,22
2021-11-19 13:51:48.077234,24.88,102015.67,29.26,-57.34,-4.06,0.14,8.96,0.04,-0.15,-0.03,164,12,9,6,22
2021-11-19 13:51:48.556966,24.88,102014.98,29.21,-57.52,-4.07,0.09,8.96,0.04,-0.15,-0.04,88,12,9,6,22
2021-11-19 13:51:49.037111,24.88,102014.23,29.14,-57.23,-4.12,0.08,8.97,0.04,-0.15,-0.03,114,12,9,6,21
2021-11-19 13:51:49.517463,24.88,102016.64,29.12,-57.43,-4.06,0.13,8.95,0.04,-0.15,-0.03,152,12,9,5,20
2021-11-19 13:51:49.997482,24.88,102016.64,29.17,-57.43,-4.07,0.13,9.01,0.04,-0.15,-0.03,94,12,9,6,21
2021-11-19 13:51:50.477236,24.88,102016.64,29.09,-57.43,-4.08,0.11,8.96,0.04,-0.15,-0.03,100,13,9,6,22
2021-11-19 13:51:50.956707,24.88,102019.47,29.11,-57.66,-4.06,0.11,8.97,0.04,-0.15,-0.03,193,13,10,6,23
2021-11-19 13:51:51.437587,24.88,102017.28,29.08,-57.48,-4.10,0.08,8.93,0.04,-0.16,-0.04,445,13,10,6,23
2021-11-19 13:51:51.916743,24.88,102016.96,29.05,-57.45,-4.07,0.14,8.97,0.04,-0.15,-0.03,254,13,10,6,23
2021-11-19 13:51:52.396903,24.88,102017.82,29.05,-57.52,-4.10,0.09,8.96,0.04,-0.15,-0.03,479,13,10,6,23
2021-11-19 13:51:52.876725,24.88,102019.19,29.02,-57.64,-4.08,0.09,8.98,0.04,-0.15,-0.03,387,13,10,6,23
2021-11-19 13:51:53.356550,24.87,102016.20,29.08,-57.39,-4.09,0.12,8.91,0.04,-0.15,-0.03,212,13,10,6,23
2021-11-19 13:51:53.836662,24.87,102019.09,29.05,-57.63,-4.04,0.11,8.97,0.04,-0.15,-0.03,175,13,10,6,23
2021-11-19 13:51:54.317229,24.87,102021.48,28.97,-57.83,-4.07,0.13,8.96,0.04,-0.15,-0.03,102,13,10,6,23
2021-11-19 13:51:54.797540,24.87,102021.22,29.01,-57.80,-4.08,0.13,8.96,0.04,-0.15,-0.03,114,13,9,6,22
2021-11-19 13:51:55.277101,24.86,102016.94,28.99,-57.45,-4.07,0.13,8.97,0.04,-0.15,-0.03,83,12,9,6,21
2021-11-19 13:51:55.757182,24.87,102014.47,28.96,-57.24,-4.06,0.16,8.96,0.04,-0.15,-0.03,86,12,9,6,21
2021-11-19 13:51:56.237084,24.87,102014.31,28.97,-57.23,-4.06,0.12,9.00,0.04,-0.15,-0.03,541,12,9,6,21
2021-11-19 13:51:56.717211,24.87,102020.20,28.99,-57.72,-4.07,0.13,8.97,0.04,-0.15,-0.03,94,12,9,6,22
2021-11-19 13:51:57.197045,24.87,102018.64,28.96,-57.59,-4.06,0.15,8.95,0.04,-0.15,-0.03,137,12,9,6,22
2021-11-19 13:51:57.677056,24.87,102017.31,29.00,-57.48,-4.06,0.17,8.97,0.04,-0.15,-0.03,119,12,9,6,21
2021-11-19 13:51:58.156995,24.87,102017.79,28.96,-57.52,-4.07,0.13,8.95,0.04,-0.15,-0.03,82,12,9,6,22
2021-11-19 13:51:58.637829,24.87,102019.55,28.99,-57.67,-4.05,0.14,8.95,0.04,-0.15,-0.03,110,13,10,6,22
2021-11-19 13:51:59.117539,24.87,102022.34,28.96,-57.90,-4.07,0.10,8.98,0.04,-0.15,-0.03,175,13,10,6,23
2021-11-19 13:51:59.597405,24.87,102017.31,28.95,-57.48,-4.08,0.19,8.98,0.04,-0.15,-0.03,155,13,10,6,23
2021-11-19 13:52:00.076408,24.87,102016.56,28.99,-57.42,-4.06,0.11,8.95,0.04,-0.15,-0.03,140,13,10,6,22
2021-11-19 13:52:00.557177,24.87,102018.16,28.96,-57.55,-4.06,0.09,8.93,0.04,-0.15,-0.03,149,13,10,6,23
2021-11-19 13:52:01.036457,24.87,102018.64,28.96,-57.59,-4.07,0.14,9.00,0.04,-0.15,-0.03,133,13,10,6,23
2021-11-19 13:52:01.516556,24.87,102018.00,28.96,-57.54,-4.05,0.13,8.97,0.04,-0.15,-0.03,111,14,10,6,23
2021-11-19 13:52:01.997220,24.87,102018.16,28.96,-57.55,-4.08,0.08,9.00,0.04,-0.15,-0.03,113,14,10,7,24
2021-11-19 13:52:02.477195,24.86,102019.16,28.97,-57.63,-4.09,0.11,8.95,0.04,-0.15,-0.03,136,14,10,7,24
2021-11-19 13:52:02.956531,24.86,102018.95,28.96,-57.62,-4.04,0.12,8.96,0.04,-0.15,-0.03,122,14,10,6,24
2021-11-19 13:52:03.437152,24.86,102019.16,28.95,-57.63,-4.07,0.11,8.94,0.04,-0.15,-0.03,190,14,10,6,24
2021-11-19 13:52:03.917441,24.86,102019.48,28.96,-57.66,-4.07,0.13,8.96,0.04,-0.15,-0.03,188,13,10,6,23
2021-11-19 13:52:04.396493,24.86,102015.05,28.93,-57.29,-4.06,0.11,8.95,0.04,-0.16,-0.03,117,14,10,7,24
2021-11-19 13:52:04.877160,24.85,102021.23,28.99,-57.81,-4.06,0.15,8.97,0.04,-0.15,-0.03,145,14,10,7,24
2021-11-19 13:52:05.357812,24.85,102017.23,28.97,-57.47,-4.05,0.09,8.93,0.04,-0.15,-0.03,150,14,10,7,24
2021-11-19 13:52:05.836883,24.85,102023.76,28.96,-57.98,-4.06,0.11,8.95,0.04,-0.15,-0.03,133,14,10,6,24
2021-11-19 13:52:06.316765,24.85,102017.56,28.90,-57.50,-4.07,0.15,8.98,0.04,-0.15,-0.03,115,13,10,6,23
2021-11-19 13:52:06.797397,24.85,102021.25,28.96,-57.81,-4.08,0.12,8.96,0.04,-0.15,-0.03,123,13,10,6,23
2021-11-19 13:52:07.276626,24.84,102013.95,28.94,-57.20,-4.06,0.12,8.95,0.04,-0.15,-0.03,95,13,10,6,23
2021-11-19 13:52:07.758105,24.85,102018.84,28.93,-57.61,-4.07,0.15,9.01,0.04,-0.15,-0.03,90,13,10,6,23
2021-11-19 13:52:08.237369,24.85,102021.25,28.96,-57.81,-4.06,0.14,8.96,0.04,-0.15,-0.03,194,13,10,6,23
2021-11-19 13:52:08.717477,24.84,102019.25,28.99,-57.64,-4.05,0.14,8.98,0.04,-0.15,-0.03,424,12,9,6,22
2021-11-19 13:52:09.197419,24.84,102018.77,28.97,-57.60,-4.05,0.13,8.95,0.04,-0.15,-0.03,100,13,10,6,23
2021-11-19 13:52:09.676530,24.84,102019.25,29.01,-57.64,-4.06,0.11,8.97,0.04,-0.15,-0.03,343,14,10,6,24
2021-11-19 13:52:10.156841,24.84,102017.48,29.02,-57.50,-4.01,0.12,8.97,0.04,-0.15,-0.03,1153,14,11,7,26
2021-11-19 13:52:10.637247,24.84,102020.11,28.97,-57.71,-4.08,0.12,8.95,0.04,-0.15,-0.03,879,14,10,7,25
2021-11-19 13:52:11.117298,24.84,102020.91,29.00,-57.78,-4.08,0.14,8.98,0.04,-0.15,-0.03,840,14,10,7,25
2021-11-19 13:52:11.596988,24.84,102017.27,29.02,-57.48,-4.06,0.10,8.96,0.04,-0.15,-0.03,607,16,12,8,30
2021-11-19 13:52:12.077071,24.84,102020.70,29.00,-57.76,-4.06,0.13,8.97,0.04,-0.15,-0.03,1118,13,10,7,26
2021-11-19 13:52:12.557352,24.85,102024.30,29.00,-58.06,-4.05,0.13,8.98,0.04,-0.15,-0.03,304,10,8,5,19
2021-11-19 13:52:13.036801,24.84,102021.72,29.00,-57.85,-4.06,0.12,8.96,0.04,-0.15,-0.03,225,9,7,5,18
2021-11-19 13:52:13.517302,24.84,102019.31,29.00,-57.65,-4.07,0.12,8.94,0.04,-0.15,-0.03,197,8,6,4,16
2021-11-19 13:52:13.997309,24.84,102019.12,28.99,-57.63,-4.09,0.14,8.97,0.04,-0.15,-0.03,135,8,6,4,15
2021-11-19 13:52:14.477116,24.84,102018.97,29.03,-57.62,-4.07,0.11,8.96,0.04,-0.15,-0.03,209,7,6,4,14
2021-11-19 13:52:14.956462,24.84,102020.41,29.02,-57.74,-4.05,0.17,8.98,0.04,-0.15,-0.03,166,7,6,4,15
2021-11-19 13:52:15.436587,24.83,102020.95,29.02,-57.78,-4.08,0.07,8.98,0.08,-0.16,-0.04,86,7,6,4,15
2021-11-19 13:52:15.916809,24.83,102023.58,29.00,-58.00,-4.09,0.13,8.98,0.04,-0.15,-0.03,119,6,5,4,15
2021-11-19 13:52:16.396837,24.83,102016.92,28.96,-57.45,-4.08,0.18,8.96,0.04,-0.15,-0.03,609,7,5,4,15
2021-11-19 13:52:16.877259,24.83,102020.94,28.99,-57.78,-4.07,0.14,8.96,0.04,-0.15,-0.03,515,8,6,4,16
2021-11-19 13:52:17.356882,24.83,102019.01,28.94,-57.62,-4.08,0.13,8.96,0.04,-0.15,-0.03,555,8,7,5,17
2021-11-19 13:52:17.836267,24.83,102021.90,28.97,-57.86,-4.06,0.11,8.96,0.04,-0.15,-0.03,704,8,6,4,17
2021-11-19 13:52:18.317079,24.83,102020.13,28.99,-57.71,-4.08,0.13,8.95,0.04,-0.15,-0.03,191,8,6,4,15
2021-11-19 13:52:18.797067,24.83,102020.67,28.94,-57.76,-4.07,0.10,8.97,0.04,-0.16,-0.03,184,9,7,5,18
2021-11-19 13:52:19.277213,24.82,102019.12,28.97,-57.63,-4.07,0.11,8.97,0.04,-0.15,-0.03,115,9,7,5,18
2021-11-19 13:52:19.756193,24.82,102020.17,28.94,-57.72,-4.11,0.14,8.92,0.04,-0.15,-0.03,103,14,11,8,31
2021-11-19 13:52:20.237233,24.82,102019.59,28.97,-57.67,-4.08,0.20,8.94,0.04,-0.14,-0.03,351,30,20,16,62
2021-11-19 13:52:20.716500,24.82,102021.25,28.94,-57.81,-4.05,0.10,8.97,0.04,-0.15,-0.03,718,25,18,15,61
2021-11-19 13:52:21.197186,24.81,102023.97,28.96,-58.03,-4.05,0.11,8.99,0.04,-0.15,-0.03,595,45,30,27,102
2021-11-19 13:52:21.677018,24.81,102019.77,28.94,-57.68,-4.08,0.13,8.96,0.04,-0.15,-0.03,109,45,30,27,102
2021-11-19 13:52:22.156687,24.81,102021.39,28.94,-57.82,-4.04,0.11,8.95,0.04,-0.15,-0.03,148,45,30,27,102
2021-11-19 13:52:22.637155,24.81,102020.00,28.94,-57.70,-4.03,0.12,8.99,0.04,-0.15,-0.03,579,44,31,27,102
2021-11-19 13:52:23.117130,24.80,102018.97,28.93,-57.62,-4.05,0.12,8.95,0.04,-0.15,-0.03,618,45,30,27,102
2021-11-19 13:52:23.596770,24.80,102022.23,28.93,-57.89,-4.05,0.13,8.96,0.04,-0.15,-0.03,496,45,30,27,102
2021-11-19 13:52:24.077037,24.80,102017.48,28.91,-57.50,-4.06,0.12,8.96,0.04,-0.15,-0.03,536,45,30,27,101
2021-11-19 13:52:24.556846,24.80,102017.47,28.95,-57.49,-4.07,0.12,8.99,0.04,-0.15,-0.03,115,45,30,27,102
2021-11-19 13:52:25.036606,24.80,102019.55,28.93,-57.67,-4.06,0.13,8.96,0.04,-0.15,-0.03,372,45,30,27,102
2021-11-19 13:52:25.517140,24.79,102021.05,28.93,-57.79,-4.04,0.08,8.97,0.04,-0.15,-0.03,276,45,30,27,102
2021-11-19 13:52:25.997359,24.80,102019.55,28.94,-57.67,-4.09,0.14,8.99,0.08,-0.15,-0.03,275,44,30,26,101
2021-11-19 13:52:26.477173,24.79,102021.03,28.91,-57.79,-4.06,0.12,8.96,0.04,-0.15,-0.03,330,43,29,26,98
2021-11-19 13:52:26.957179,24.79,102019.92,28.97,-57.70,-4.04,0.11,9.00,0.04,-0.15,-0.03,250,44,30,27,101
2021-11-19 13:52:27.437124,24.79,102022.55,28.95,-57.91,-4.04,0.15,8.92,0.04,-0.15,-0.03,402,45,31,27,102
2021-11-19 13:52:27.916777,24.79,102019.83,28.99,-57.69,-4.06,0.13,8.98,0.04,-0.15,-0.03,371,45,31,27,102
2021-11-19 13:52:28.397042,24.80,102020.05,28.94,-57.71,-4.06,0.18,8.92,0.04,-0.15,-0.03,366,36,25,23,88
2021-11-19 13:52:28.877062,24.80,102020.37,28.99,-57.73,-4.06,0.12,8.95,0.04,-0.15,-0.03,767,28,20,19,75
2021-11-19 13:52:29.356458,24.81,102020.16,29.01,-57.72,-4.12,0.14,8.96,0.04,-0.15,-0.04,350,29,20,20,79
2021-11-19 13:52:29.837065,24.81,102019.20,29.03,-57.64,-4.06,0.13,8.97,0.04,-0.15,-0.03,97,34,23,22,88
2021-11-19 13:52:30.316352,24.81,102020.22,29.05,-57.72,-4.05,0.13,8.96,0.04,-0.15,-0.03,653,40,27,25,97
2021-11-19 13:52:30.796328,24.81,102021.98,29.09,-57.87,-4.06,0.11,8.95,0.08,-0.15,-0.03,657,43,28,26,100
2021-11-19 13:52:31.276733,24.81,102019.58,29.13,-57.67,-4.05,0.14,8.97,0.04,-0.15,-0.03,371,44,29,26,100
2021-11-19 13:52:31.756862,24.82,102019.27,29.15,-57.61,-4.09,0.10,8.93,0.04,-0.15,-0.03,282,44,29,26,100
